-3.372204265341808505e+00,-4.072645434086028082e+00
-9.989138144200940816e-01,4.725145253427088798e-01
-7.816953416477429029e-01,2.214176770812124495e+00
-3.155976898442161893e+00,-1.542316425863135887e+00
-8.003747007644740341e-01,2.007812138824738746e+00
-5.105853150887152303e+00,-2.046526647396552878e+00
-2.776311034489514995e+00,3.735495613141652793e+00
-9.247109774513846414e-01,2.521879748056500281e-01
-3.594148439467318656e+00,-4.091507723886874004e+00
-1.012574455271420204e+00,4.386608771149058672e-01
-4.858184724726286596e+00,-2.037166104467527994e+00
-3.544193044058278730e+00,-4.072689981846549401e+00
-3.528786663716279470e+00,-4.305067506078001038e+00
-8.834400695313455731e-01,1.840358848824975357e+00
-7.257646790487686239e-01,2.194068515085774607e+00
-4.984716550415989822e+00,-2.003287091098500117e+00
-1.176233495133619078e+00,5.490430094835387909e-01
-3.611006945927887291e+00,-4.038095190439712212e+00
-3.067641902631278228e+00,-1.531865687416220867e+00
-1.066308830486231152e+00,3.145155666289032315e-01
-2.982156714728162239e+00,3.773530692944064846e+00
-3.158202452047041753e+00,-1.515510980568385513e+00
-5.030557397092951355e+00,-1.993047819778950069e+00
-2.952740891223199604e+00,3.848101337724664006e+00
-1.117915203749783482e+00,3.995833752722102727e-01
-1.062810467371357204e+00,1.930067372540816173e+00
-7.631956868281140061e-01,1.934142898472594352e+00
-1.146982715842988387e+00,5.780919600001839243e-01
-9.842659739683374820e-01,2.251119447538275420e+00
-3.559642644810854240e+00,-4.072326147452395517e+00
-1.026985090047117799e+00,2.952331049592308854e-01
-2.705387571613666609e+00,3.981559719608755543e+00
-3.091541337154773750e+00,3.680955030263617811e+00
-8.346972501289061652e-01,1.936940772606542627e+00
-1.208342542756126292e+00,3.689100255518454330e-01
-1.052229873342822586e+00,4.182832028991432805e-01
-9.685370515760229893e-01,1.884607630700827929e+00
-3.586542766278050021e+00,-4.144075115797470232e+00
-3.461294432100823215e+00,-4.177530073238784780e+00
-9.992755137067713678e-01,2.991932758057676001e-01
-3.147773600538486871e+00,-1.442828955084381803e+00
-9.149689589179593741e-01,5.520288898053282711e-01
-3.050452920768326859e+00,-1.497740557847919041e+00
-3.604339260915385701e+00,-4.016207311660243917e+00
-3.415694104257130714e+00,-4.045392761234410273e+00
-2.858591589891694706e+00,3.796135995822611076e+00
-2.824719212654621003e+00,3.714628391150124997e+00
-2.886956364830056021e+00,3.778587088620354972e+00
-6.540425509742422427e-01,1.902908062500521025e+00
-7.767437328505931715e-01,1.899107077347487182e+00
-3.568506241069132390e+00,-4.086929802739135198e+00
-5.018349307487862454e+00,-2.241442336822235593e+00
-1.044163702907517921e+00,4.636090823688797102e-01
-9.569013430938386744e-01,5.114066405018203865e-01
-2.845957743104996052e+00,3.729137447965828134e+00
-3.001850923558651907e+00,-1.617401017845239153e+00
-8.198259097079715341e-01,1.863485765277355544e+00
-2.955583232453721898e+00,3.817661233308628610e+00
-3.069611629186942636e+00,3.670574395930014777e+00
-2.810719385880143140e+00,3.758630012664207598e+00
-2.983447133245622496e+00,3.979861064762577616e+00
-8.458037645532286986e-01,2.275472946785052297e+00
-9.674277793564066696e-01,2.053733387999387539e+00
-3.537843123085199437e+00,-4.087723067611958250e+00
-7.981129680604494014e-01,1.958497249933038198e+00
-3.120542895697839381e+00,3.729974592985537019e+00
-1.017233878619041354e+00,5.453562188554997858e-01
-5.028680116766163444e+00,-1.937266928507572539e+00
-3.773282100456587074e+00,-3.969066752353338501e+00
-5.060831495161105309e+00,-1.993204557446500935e+00
-5.159290486767584838e+00,-2.154594245878266090e+00
-1.007239551796743182e+00,2.172021968283799342e+00
-3.398020963410136819e+00,-4.101546799928398990e+00
-2.921908808545093272e+00,3.477330105313576780e+00
-3.617859042740490860e+00,-4.059596458378046613e+00
-9.189844254850157990e-01,1.729639947895045493e+00
-2.819406998572224765e+00,3.882628307507732579e+00
-7.953619301675494135e-01,1.823676503395718518e+00
-2.973126142290545282e+00,3.657798368832406943e+00
-1.071606837097123011e+00,3.669731928285864808e-01
-2.978093794926578664e+00,3.907524398874323790e+00
-3.064711735549687788e+00,-1.655026503671388705e+00
-3.051664426732775937e+00,-1.495647003589863466e+00
-1.093210337965727863e+00,4.781319709777583915e-01
-3.511046392972634766e+00,-4.050801766276492799e+00
-9.070158911372067090e-01,1.766838989051472630e+00
-5.010837155547243960e+00,-2.068896933144605654e+00
-1.115495939061645680e+00,3.563738434795991616e-01
-2.962951836093557834e+00,3.730083170587724428e+00
-5.022390680107054806e+00,-2.046219356293814240e+00
-3.428823820747024520e+00,-4.093400650301932231e+00
-4.873270137484492892e+00,-1.910780984882268996e+00
-8.995210606379270279e-01,4.624537094547600535e-01
-3.220286080515992744e+00,-1.426118069576118197e+00
-7.289603918832334717e-01,1.901641735900650776e+00
-6.712492823117669483e-01,1.877085407443953358e+00
-5.061502253240344196e+00,-1.891166041505801143e+00
-7.289833052142019598e-01,2.242478425534011333e+00
-1.019603715970900604e+00,3.836595789996797290e-01
