-3.3722,-4.07265,6
-0.998914,0.472515,0
-0.781695,2.21418,0
-3.15598,-1.54232,1
-0.800375,2.00781,0
-5.10585,-2.04653,2
-2.77631,3.7355,0
-0.924711,0.252188,5
-3.59415,-4.09151,3
-1.01257,0.438661,0
-4.85818,-2.03717,2
-3.54419,-4.07269,3
-3.52879,-4.30507,3
-0.88344,1.84036,0
-0.725765,2.19407,0
-4.98472,-2.00329,2
-1.17623,0.549043,0
-3.61101,-4.03809,4
-3.06764,-1.53187,1
-1.06631,0.314516,5
-2.98216,3.77353,0
-3.1582,-1.51551,1
-5.03056,-1.99305,2
-2.95274,3.8481,0
-1.11792,0.399583,0
-1.06281,1.93007,0
-0.763196,1.93414,0
-1.14698,0.578092,0
-0.984266,2.25112,0
-3.55964,-4.07233,3
-1.02699,0.295233,5
-2.70539,3.98156,0
-3.09154,3.68095,0
-0.834697,1.93694,0
-1.20834,0.36891,0
-1.05223,0.418283,0
-0.968537,1.88461,0
-3.58654,-4.14407,3
-3.46129,-4.17753,6
-0.999276,0.299193,5
-3.14777,-1.44283,1
-0.914969,0.552029,0
-3.05045,-1.49774,1
-3.60434,-4.01621,4
-3.41569,-4.04539,6
-2.85859,3.79614,0
-2.82472,3.71463,0
-2.88696,3.77859,0
-0.654043,1.90291,0
-0.776744,1.89911,0
-3.56851,-4.08693,3
-5.01835,-2.24144,2
-1.04416,0.463609,0
-0.956901,0.511407,0
-2.84596,3.72914,0
-3.00185,-1.6174,1
-0.819826,1.86349,0
-2.95558,3.81766,0
-3.06961,3.67057,0
-2.81072,3.75863,0
-2.98345,3.97986,0
-0.845804,2.27547,0
-0.967428,2.05373,0
-3.53784,-4.08772,3
-0.798113,1.9585,0
-3.12054,3.72997,0
-1.01723,0.545356,0
-5.02868,-1.93727,2
-3.77328,-3.96907,4
-5.06083,-1.9932,2
-5.15929,-2.15459,2
-1.00724,2.17202,0
-3.39802,-4.10155,6
-2.92191,3.47733,0
-3.61786,-4.0596,4
-0.918984,1.72964,0
-2.81941,3.88263,0
-0.795362,1.82368,0
-2.97313,3.6578,0
-1.07161,0.366973,5
-2.97809,3.90752,0
-3.06471,-1.65503,1
-3.05166,-1.49565,1
-1.09321,0.478132,0
-3.51105,-4.0508,3
-0.907016,1.76684,0
-5.01084,-2.0689,2
-1.1155,0.356374,0
-2.96295,3.73008,0
-5.02239,-2.04622,2
-3.42882,-4.0934,6
-4.87327,-1.91078,2
-0.899521,0.462454,5
-3.22029,-1.42612,1
-0.72896,1.90164,0
-0.671249,1.87709,0
-5.0615,-1.89117,2
-0.728983,2.24248,0
-1.0196,0.38366,5
-0.833525,1.88021,0
-2.91035,3.79788,0
-0.875931,2.15921,0
-0.801384,1.87539,0
-5.03891,-2.00546,2
-3.56204,-4.01139,4
-0.882053,1.74573,0
-3.04673,3.79261,0
-0.707793,2.08987,0
-2.79415,4.05478,0
-3.50452,-4.11682,3
-4.9016,-1.92359,2
-3.67036,-4.11888,3
-4.96997,-1.88841,2
-5.09771,-2.04826,2
-1.08318,0.30841,5
-0.730508,1.91366,0
-2.98333,3.70492,0
-1.03919,0.479615,0
-5.17913,-2.05386,2
-3.4939,-4.13027,6
-3.17084,-1.53242,1
-0.784968,1.77295,0
-4.87941,-1.90701,2
-4.80058,-1.93726,2
-0.738547,1.81137,0
-3.2626,-1.51168,1
-5.15004,-1.9553,2
-2.88355,3.87431,0
-0.867819,1.92444,0
-0.951658,1.74587,0
-2.81526,3.7229,0
-0.788484,1.88011,0
-1.22793,0.36408,0
-3.48057,-4.07579,3
-0.731947,2.18105,0
-4.91877,-2.02849,2
-3.63508,-4.10056,4
-0.908095,1.92574,0
-3.08778,-1.55147,1
-0.982469,2.32642,0
-0.935276,0.400483,5
-2.92178,3.79224,0
-3.45068,-4.06569,6
-3.13312,-1.60114,1
-3.40975,-3.87,4
-0.793057,2.32653,0
-3.6209,-4.21423,3
-4.99819,-2.02673,2
-0.939531,2.29404,0
-1.03477,0.289617,5
-0.954958,0.43586,5
-1.02503,0.260168,5
-4.83278,-1.8898,2
-3.11256,3.8254,0
-3.15642,3.6961,0
-3.22133,-1.51865,1
-5.02793,-2.01067,2
-3.6147,-4.06131,4
-3.26217,-1.60192,1
-0.751342,1.87455,0
-0.786181,2.1345,0
-3.02073,-1.39485,1
-0.659654,1.80664,0
-0.794556,1.83042,0
-4.97132,-2.12366,2
-5.01782,-1.89051,2
-2.96917,3.70942,0
-3.15629,-1.49062,1
-0.97051,0.417131,5
-2.85299,3.80025,0
-3.02328,3.83705,0
-3.08514,-1.52848,1
-3.49336,-4.10218,3
-3.32059,-4.15639,6
-5.16422,-2.07972,2
-4.93509,-1.95057,2
-3.01773,3.78101,0
-3.496,-4.13005,3
-3.63777,-4.04931,4
-3.20682,-1.56144,1
-2.86554,3.78261,0
-3.58224,-3.9841,4
-1.11637,0.162311,5
-0.855958,2.11997,0
-1.10909,2.397,0
-1.1559,0.390512,0
-0.8736,2.2218,0
-3.09269,3.88135,0
-0.678253,1.82456,0
-4.97257,-2.16672,2
-0.909066,2.29964,0
-3.04854,-1.69432,1
-3.22427,-1.45074,1
-1.03571,0.267772,5
-0.797454,1.91167,0
-4.94864,-1.94909,2
-1.01032,0.219116,5
-0.94351,2.12294,0
-3.6603,-4.21772,3
-0.704106,2.27715,0
-3.1058,-1.37096,1
-0.775901,1.94069,0
-0.60225,1.95044,0
-3.08244,-1.61745,1
-3.64333,-4.08641,4
-4.89045,-2.10382,2
-3.12783,-1.43567,1
-2.75719,3.85666,0
-3.03404,3.78754,0
-0.837754,2.05117,0
